2026-02-27 07:54:59,942 | INFO | MainThread | logger initialized file=C:\AI\VideoGen\logs\20260227_075459_videogen_pid8608.log level=DEBUG
2026-02-27 07:55:00,005 | INFO | asyncio-portal-1707dbfd670 | request method=GET path=/api/settings query= status=200 elapsed_ms=1.0
2026-02-27 07:55:00,005 | INFO | AnyIO worker thread | logger initialized file=C:\AI\VideoGen\logs\20260227_075459_videogen_pid8608.log level=INFO
2026-02-27 07:55:00,005 | INFO | AnyIO worker thread | settings updated models_dir=models outputs_dir=outputs tmp_dir=tmp logs_dir=logs log_level=INFO listen_port=8000 rocm_aotriton_experimental=True require_gpu=True allow_cpu_fallback=False preload_default_t2i_on_startup=True t2v_backend=auto t2v_npu_runner= t2v_npu_model_dir=
2026-02-27 07:55:00,005 | INFO | asyncio-portal-1707f1a81d0 | request method=PUT path=/api/settings query= status=200 elapsed_ms=2.8
2026-02-27 07:55:00,020 | INFO | asyncio-portal-1707f1a92b0 | request method=GET path=/api/settings query= status=200 elapsed_ms=0.7
2026-02-27 07:55:00,036 | INFO | AnyIO worker thread | local model deleted base_dir=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-57\test_delete_local_model_endpoi0\delete-target name=org--sample path=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-57\test_delete_local_model_endpoi0\delete-target\org--sample
2026-02-27 07:55:00,036 | INFO | asyncio-portal-1707f1c86b0 | request method=POST path=/api/models/local/delete query= status=200 elapsed_ms=2.4
2026-02-27 07:55:00,036 | INFO | asyncio-portal-1707f1c9310 | request method=POST path=/api/models/local/delete query= status=400 elapsed_ms=1.5
2026-02-27 07:55:00,080 | INFO | asyncio-portal-1707f21f650 | request method=GET path=/api/settings query= status=200 elapsed_ms=1.0
2026-02-27 07:55:00,085 | INFO | AnyIO worker thread | settings updated models_dir=models outputs_dir=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-57\test_outputs_list_and_delete0\outputs tmp_dir=tmp logs_dir=logs log_level=INFO listen_port=8000 rocm_aotriton_experimental=True require_gpu=True allow_cpu_fallback=False preload_default_t2i_on_startup=True t2v_backend=auto t2v_npu_runner= t2v_npu_model_dir=
2026-02-27 07:55:00,086 | INFO | asyncio-portal-1707f244890 | request method=PUT path=/api/settings query= status=200 elapsed_ms=2.4
2026-02-27 07:55:00,092 | INFO | AnyIO worker thread | output deleted path=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-57\test_outputs_list_and_delete0\outputs\sample.png
2026-02-27 07:55:00,092 | INFO | asyncio-portal-1707f246240 | request method=POST path=/api/outputs/delete query= status=200 elapsed_ms=2.0
2026-02-27 07:55:00,096 | INFO | asyncio-portal-1707f21fa40 | request method=POST path=/api/outputs/delete query= status=400 elapsed_ms=0.9
2026-02-27 07:55:00,100 | INFO | AnyIO worker thread | task created id=83984cee-60e9-47c4-a2a9-2dcbf4792eb7 type=download message=Download queued
